id,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend
6515,0.0,0.0,7,2,2,1,3,1,0
6516,0.0,0.0,8,3,2,3,13,1,0
6518,0.0,0.0,10,2,2,1,3,1,0
6519,0.0,0.0,9,2,2,2,3,1,0
6520,8.326728149,0.0,9,2,2,8,2,2,0
6521,45.63345378,0.0,10,2,2,1,2,2,0
6523,10.7869918,0.0,8,2,2,2,1,1,0
6527,0.0,0.0,9,1,1,1,3,2,0
6528,0.0,0.0,9,3,2,1,2,2,1
6529,0.0,0.0,8,2,2,7,4,1,0
6530,0.0,0.0,10,3,2,1,2,1,1
6531,0.0,0.0,7,2,10,3,5,2,0
6533,0.0,0.0,7,2,4,3,1,1,0
6534,45.55270796,0.0,8,2,2,3,1,1,0
6535,0.0,0.0,9,3,3,4,5,2,0
6536,0.0,0.0,11,2,4,1,1,1,1
6537,0.0,0.0,6,3,2,5,13,1,0
6538,0.0,0.0,6,3,2,3,13,1,0
6543,0.0,0.0,9,1,2,1,1,1,0
6544,0.0,0.0,7,2,2,7,1,1,0
6546,0.0,0.0,8,2,2,1,1,1,0
6547,258.5498732,0.0,9,2,2,3,2,2,0
6548,0.0,0.0,8,2,2,4,3,1,1
6550,0.0,0.0,8,2,2,3,13,1,0
6553,0.0,0.0,10,2,2,7,1,1,0
6554,0.0,0.0,6,4,1,4,1,1,0
6555,0.0,0.0,11,1,1,2,2,1,0
6556,0.0,0.0,10,2,2,3,5,1,0
6557,0.0,0.0,9,2,2,7,1,1,0
6561,0.0,0.0,8,3,2,3,4,1,1
6562,0.0,0.0,9,2,2,1,1,1,0
6563,16.1722885,0.0,11,2,2,3,3,1,0
6564,0.0,0.0,9,3,2,1,2,1,1
6565,0.0,0.0,6,2,2,1,1,1,0
6568,8.339171985,0.0,11,4,2,7,1,1,1
6572,0.0,0.0,9,2,2,9,2,2,0
6573,0.0,0.0,11,2,2,5,2,1,1
6574,0.0,0.0,8,2,2,4,1,1,0
6575,0.0,0.0,9,2,10,3,5,2,0
6576,0.0,0.0,9,2,2,3,13,1,0
6578,10.95661974,0.0,9,2,2,3,1,1,0
6579,0.0,0.0,7,3,2,6,13,1,0
6582,0.0,0.0,10,1,1,4,3,1,0
6583,70.31635146,0.0,11,2,2,3,2,2,0
6585,0.0,0.0,10,2,2,4,4,1,1
6586,0.0,0.0,7,3,2,3,15,1,0
6587,4.760328465,0.0,7,3,2,4,1,1,0
6588,17.21022568,0.0,7,1,1,1,3,1,0
6589,0.0,0.0,9,2,2,1,5,2,0
6590,0.0,0.0,10,2,2,2,5,2,0
6591,0.0,0.0,6,2,2,8,1,1,0
6594,0.0,0.0,10,2,2,1,20,1,0
6597,30.21969637,0.0,9,1,2,6,4,1,0
6599,0.0,0.0,11,2,2,1,2,1,0
6600,0.0,0.0,6,2,10,1,3,1,0
6601,10.15064372,0.0,8,2,2,3,1,1,1
6602,0.0,0.0,7,2,2,4,13,1,0
6607,5.866248908,0.0,6,1,1,1,2,1,0
6608,0.0,0.0,9,2,2,2,2,2,1
6609,0.0,0.0,7,3,3,1,4,1,0
6610,0.0,0.0,9,2,5,4,2,2,0
6611,0.0,0.0,8,1,1,1,3,1,0
6612,0.0,0.0,9,2,2,3,2,1,1
6613,87.25396293,0.0,11,1,1,3,2,2,0
6614,45.71146255,0.0,8,2,2,1,4,1,0
6616,0.139200623,0.0,7,2,2,1,1,1,0
6617,104.2012273,0.0,9,2,2,1,2,1,0
6618,0.0,0.0,9,3,2,1,1,1,0
6619,12.12586885,0.0,8,3,2,4,4,1,1
6620,0.0,0.0,7,2,4,4,4,1,0
6622,0.0,0.0,10,2,2,1,1,1,0
6625,0.0,0.0,9,2,2,3,2,2,0
6627,0.0,0.0,11,3,2,1,3,1,0
6628,0.0,0.0,10,2,2,1,1,1,0
6629,0.0,0.0,9,2,2,1,4,1,0
6630,0.0,0.0,7,3,2,1,4,1,1
6631,0.0,0.0,9,2,4,1,2,2,0
6632,0.0,0.0,9,2,2,3,3,1,0
6633,0.0,0.0,8,1,1,1,1,1,0
6634,0.0,0.0,11,3,2,2,6,2,1
6636,0.0,0.0,10,3,2,5,13,1,0
6637,0.0,0.0,10,2,2,2,13,1,0
6638,7.806338478,0.0,9,2,2,6,2,1,0
6640,0.0,0.0,10,1,1,7,3,1,0
6641,5.721365099,0.0,11,1,1,4,1,1,0
6642,0.0,0.0,10,2,5,3,2,2,1
6643,0.0,0.0,7,2,2,7,1,1,1
6644,0.384720286,0.0,9,3,2,1,2,1,0
6645,113.9293434,0.0,9,2,10,1,2,1,0
6646,3.586636448,0.0,9,2,2,1,2,1,1
6648,0.0,0.0,11,3,3,1,3,2,0
6649,0.0,0.0,8,2,2,9,5,2,1
6650,18.74860165,0.0,9,2,2,7,1,1,0
6652,0.0,0.0,7,2,2,1,2,1,0
6653,0.0,0.0,6,1,1,7,3,1,0
6654,0.0,0.0,9,2,2,3,4,1,1
6655,0.0,0.0,7,1,1,1,3,1,0
6656,0.0,0.0,7,2,2,1,2,2,0
6657,0.0,0.0,6,3,2,6,13,1,0
6658,27.83116147,0.0,9,3,2,4,1,1,0
6659,0.0,0.0,10,2,5,9,13,1,1
6660,0.0,0.0,8,2,2,3,1,1,0
6661,0.0,0.0,11,2,2,3,2,1,0
6662,0.0,0.0,8,3,2,1,1,1,1
6663,18.08644865,0.0,7,3,2,2,4,1,0
6664,0.0,0.0,11,2,2,1,3,1,0
6665,0.0,0.0,7,2,2,2,1,2,0
6667,0.0,0.0,9,2,4,1,3,1,0
6668,0.0,0.0,10,1,1,1,2,1,0
6670,0.0,0.0,9,2,2,1,2,1,0
6671,3.801048407,0.0,9,3,2,6,2,1,1
6672,44.35972562,0.0,6,2,2,1,4,1,0
6673,0.0,0.0,11,2,4,1,2,1,0
6674,3.459384236,0.0,9,2,2,9,1,1,0
6675,0.0,0.0,11,1,2,1,20,1,0
6676,0.0,0.0,10,1,1,3,2,1,1
6677,0.0,0.0,7,2,4,1,3,1,0
6678,0.0,0.0,11,3,2,2,2,1,0
6679,113.3238614,0.0,10,2,2,9,2,1,1
6681,9.550627398,0.0,9,2,6,4,2,1,0
6682,0.0,0.0,8,1,1,1,5,1,1
6684,0.150650498,0.0,8,2,2,1,1,1,0
6685,35.22837227,0.0,10,3,6,3,20,1,0
6686,0.0,0.0,10,3,2,1,4,1,1
6687,37.5474164,0.0,11,2,2,1,2,1,0
6688,0.0,0.0,7,2,2,1,3,2,0
6689,2.045137389,0.0,10,2,5,1,1,1,0
6690,0.0,0.0,7,3,2,4,1,1,0
6691,0.0,0.0,11,2,2,3,2,1,0
6692,0.0,0.0,7,2,2,1,2,2,0
6694,40.27815244,0.0,9,2,2,1,6,2,0
6696,0.0,0.0,8,4,1,1,1,1,0
6697,0.0,0.0,8,2,4,1,4,1,0
6698,0.0,0.0,11,2,2,1,1,1,0
6700,0.0,0.0,10,2,5,1,20,1,0
6701,0.0,0.0,8,1,1,9,3,1,0
6702,0.0,0.0,7,1,1,3,3,1,0
6704,0.0,0.0,10,1,1,3,2,1,1
6705,0.0,0.0,7,2,2,1,13,1,0
6707,61.91792063,0.0,8,2,2,3,2,2,0
6709,0.0,0.0,10,2,2,6,2,2,0
6710,26.41021956,0.0,10,1,1,3,2,1,0
6711,1.891943485,0.0,8,2,4,3,5,1,0
6713,5.292014182,0.0,6,2,2,4,13,1,0
6715,0.0,0.0,6,1,1,3,3,1,0
6716,0.0,0.0,6,3,2,2,13,1,1
6717,0.0,0.0,11,1,1,3,3,1,0
6718,0.0,0.0,8,2,5,7,1,1,0
6719,13.78150822,0.0,11,1,1,2,4,1,0
6720,18.87145759,0.0,8,3,2,3,1,1,0
6722,0.0,0.0,11,2,4,9,3,2,0
6723,0.0,0.0,11,2,2,3,2,2,0
6724,0.0,0.0,9,1,2,3,1,1,1
6725,0.0,0.0,6,2,2,9,3,1,0
6726,31.14097898,0.0,10,3,2,1,5,1,0
6728,154.0955389,0.0,9,3,2,1,2,2,0
6729,0.0,0.0,8,2,2,3,2,2,0
6730,0.0,0.0,11,3,2,1,2,1,0
6731,0.0,0.0,6,2,2,1,3,1,0
6732,14.92784091,0.0,11,2,2,1,2,1,0
6734,0.0,0.0,11,1,1,1,2,1,0
6736,22.9772856,0.0,11,2,2,2,13,1,0
6737,0.0,0.0,11,1,1,8,2,1,0
6738,24.57349606,0.0,7,2,4,9,1,1,0
6739,0.0,0.0,9,1,1,4,3,1,0
6740,0.0,0.0,8,3,2,3,1,1,1
6743,0.0,0.0,6,3,2,1,4,1,0
6744,0.0,0.0,6,2,6,1,1,1,0
6746,0.0,0.0,9,3,2,1,1,1,0
6747,0.0,0.0,10,3,2,6,1,1,0
6748,16.14887273,0.0,10,4,2,8,1,1,0
6749,0.0,0.0,10,4,1,3,1,1,0
6750,0.0,0.0,10,2,2,3,1,1,0
6751,67.18378365,0.0,11,2,2,1,6,1,0
6753,20.08902391,0.0,11,2,6,5,1,1,0
6754,0.0,0.0,8,2,2,3,4,1,0
6755,0.0,0.0,8,3,2,2,3,1,0
6756,0.0,0.0,8,2,2,1,3,1,1
6757,34.45943549,0.0,11,3,2,1,2,1,1
6758,0.0,0.0,7,1,1,1,2,1,0
6759,0.0,0.0,11,2,2,1,1,1,1
6762,0.0,0.0,6,2,2,1,5,1,0
6763,0.0,0.0,10,1,1,3,5,2,1
6764,0.0,0.0,10,2,2,9,20,2,0
6765,0.0,0.0,9,3,2,3,3,1,0
6766,0.0,0.0,8,2,2,3,3,1,0
6769,10.25950957,0.0,10,1,1,3,2,1,0
6770,0.0,0.0,11,2,2,3,2,1,0
6771,0.0,0.0,9,2,2,1,2,1,0
6773,0.0,0.0,10,2,2,1,2,2,1
6774,0.0,0.0,6,2,2,6,13,1,0
6775,0.0,0.0,9,2,2,1,4,2,0
6776,0.0,0.0,6,2,5,1,2,1,1
6777,0.68291229,0.0,6,2,2,2,13,1,0
6778,0.0,0.0,11,2,7,8,3,1,0
6779,11.43180835,0.0,9,3,2,1,2,1,0
6781,25.5330039,0.0,10,2,2,3,2,2,0
6782,0.0,0.0,11,1,1,4,3,1,0
6784,0.0,0.0,6,1,1,1,3,1,0
6785,0.0,0.0,11,2,2,1,4,1,0
6786,9.128607511,0.0,10,2,5,1,13,1,0
6787,0.0,0.0,10,4,2,9,2,1,0
6788,0.0,0.0,9,4,6,4,13,1,0
6789,8.342755887,0.0,7,2,4,2,4,1,0
6790,75.62994948,0.0,8,2,2,4,4,2,0
6793,30.87227217,0.0,9,3,2,1,2,1,1
6794,0.0,0.0,10,1,1,2,2,2,0
6795,0.0,0.0,10,3,2,1,1,1,1
6797,0.0,0.0,11,2,2,1,2,1,0
6798,0.0,0.0,7,2,2,6,2,2,0
6801,0.0,0.0,10,3,2,1,4,1,0
6802,0.0,0.0,10,2,2,1,3,1,0
6803,0.0,0.0,8,2,2,1,3,1,0
6804,2.321264079,0.0,8,1,1,4,2,1,0
6805,0.0,0.0,10,4,1,4,1,1,1
6806,0.0,0.0,8,1,1,1,5,2,0
6807,24.83718656,0.0,6,2,2,4,13,1,0
6809,17.75267237,0.0,6,3,3,3,2,1,1
6810,0.0,0.0,9,2,2,6,1,1,1
6811,0.0,0.0,10,1,1,1,3,1,1
6812,177.7714536,0.0,11,2,2,7,20,1,0
6813,0.0,0.0,8,1,1,4,3,1,0
6814,0.0,0.0,10,2,2,3,20,1,0
6815,0.0,0.0,11,2,2,7,2,1,0
6816,92.97624144,0.0,10,2,2,7,2,1,1
6817,0.0,0.0,8,3,2,3,2,2,1
6818,0.0,0.0,7,2,2,1,1,1,0
6820,0.685335799,0.0,6,3,2,1,3,1,0
6821,21.14016404,0.0,9,2,2,7,1,1,0
6823,7.36509031,0.0,8,2,5,4,2,1,0
6824,0.447038663,0.0,7,1,1,3,3,1,0
6825,15.33867021,0.0,8,3,2,3,4,1,0
6826,0.0,0.0,7,2,2,6,13,1,0
6827,0.0,0.0,7,1,1,1,3,1,0
6829,0.0,0.0,11,4,2,3,1,1,1
6831,22.2931906,0.0,8,2,2,1,4,1,0
6834,0.0,0.0,10,3,2,1,1,1,0
6835,0.0,0.0,7,2,2,8,3,1,0
6836,0.0,0.0,9,1,8,6,1,1,0
6837,0.0,0.0,6,3,2,4,2,1,0
6838,4.365181293,0.0,6,4,2,1,1,1,0
6840,60.71287168,0.0,9,1,1,7,2,1,0
6841,0.0,0.0,11,2,2,2,2,1,0
6843,0.0,0.0,9,2,2,5,2,2,0
6844,0.0,0.0,10,2,2,1,2,1,1
6845,4.286743658,0.0,6,2,2,1,13,1,0
6847,0.0,0.0,6,3,2,6,13,1,0
6848,0.0,0.0,6,1,1,3,3,1,0
6850,0.0,0.0,7,1,1,1,5,2,0
6851,0.0,0.0,6,2,4,1,3,1,0
6852,12.76490187,0.0,10,1,2,3,20,1,0
6853,0.0,0.0,9,2,2,1,13,1,0
6854,0.0,0.0,11,3,2,2,6,1,0
6855,0.0,0.0,7,2,6,2,7,1,0
6856,0.0,0.0,6,2,2,1,1,1,0
6857,0.0,0.0,6,2,2,1,2,1,0
6858,24.21760276,0.0,7,2,2,1,1,1,0
6859,0.0,0.0,6,2,2,3,1,1,0
6860,0.858361456,0.0,8,2,2,3,4,1,0
6862,0.0,0.0,7,2,2,4,1,1,0
6864,0.0,0.0,8,1,1,2,3,1,1
6865,0.0,0.0,8,3,2,2,13,1,1
6866,0.0,0.0,11,2,2,3,2,1,0
6867,0.0,0.0,8,3,2,6,20,1,0
6868,5.659271218,0.0,11,1,2,7,1,1,0
6869,10.59553121,0.0,8,1,1,1,4,1,0
6870,0.0,0.0,10,2,2,3,1,1,0
6872,0.0,0.0,8,3,2,1,2,2,0
6874,0.0,0.0,7,3,2,8,1,1,1
6875,17.92983378,0.0,10,2,2,7,3,2,1
6876,0.0,0.0,9,3,2,3,13,1,0
6878,4.78307258,0.0,10,2,7,7,20,1,1
6879,0.0,0.0,6,1,1,2,3,1,1
6880,15.45198077,0.0,9,2,4,1,1,1,0
6883,0.0,0.0,10,3,2,9,3,1,1
6884,0.0,0.0,11,1,1,1,4,1,1
6885,5.613708292,0.0,8,3,2,3,13,1,0
6886,0.0,0.0,8,3,2,4,1,1,0
6887,15.89480154,0.0,7,2,10,3,2,1,1
6889,0.0,0.0,7,3,2,6,5,1,0
6890,0.0,0.0,9,2,2,1,2,2,0
6891,0.0,0.0,7,2,2,5,6,1,0
6892,35.89140755,0.0,8,3,2,3,2,2,0
6893,13.09195948,0.0,10,2,2,3,2,1,0
6894,6.929826318,0.0,11,2,2,2,4,1,0
6895,50.4111604,0.0,8,2,2,8,4,1,0
6896,0.0,0.0,10,2,7,3,5,2,1
6898,18.42740587,0.0,8,1,1,3,3,1,0
6899,61.80843596,0.0,11,2,5,4,2,1,0
6900,4.001173545,0.0,8,2,4,2,1,1,0
6904,0.0,0.0,10,3,2,1,13,1,0
6905,0.0,0.0,7,2,2,4,4,1,0
6906,9.352780048,0.0,10,1,1,4,3,1,0
6907,0.0,0.0,8,3,2,3,1,1,0
6908,0.0,0.0,6,3,2,8,3,1,0
6910,33.61787649,0.0,9,2,2,2,1,1,0
6912,0.0,0.0,7,2,2,3,1,1,0
6913,0.0,0.0,10,3,2,6,13,1,0
6914,4.683075961,0.0,10,1,1,1,2,1,1
6915,0.0,0.0,9,3,2,1,5,1,1
6917,0.0,0.0,7,3,2,3,4,1,0
6918,0.579785745,0.0,10,2,2,4,3,1,0
6919,0.0,0.0,11,2,2,6,1,1,0
6922,20.13907622,0.0,11,2,2,3,1,1,0
6924,6.324477083,0.0,8,1,2,8,2,1,1
6925,0.0,0.0,7,1,8,7,1,1,0
6927,0.0,0.0,10,1,1,1,2,2,1
6930,1.435224011,0.0,10,2,2,1,3,1,0
6931,0.0,0.0,7,1,1,3,4,1,0
6933,0.0,0.0,11,2,2,4,2,2,0
6934,0.0,0.0,7,2,4,4,1,1,0
6935,0.0,0.0,10,3,5,1,5,1,0
6937,0.0,0.0,8,2,2,8,6,2,1
6938,0.0,0.0,9,2,2,3,2,1,0
6939,12.1225775,0.0,10,2,5,2,2,1,0
6940,47.32661324,0.0,10,3,2,1,2,2,0
6943,0.0,0.0,7,2,2,1,1,1,0
6944,0.0,0.0,9,2,2,4,4,1,0
6945,48.7880688,0.0,7,2,2,3,3,1,0
6946,0.0,0.0,10,1,1,1,1,1,0
6947,0.0,0.0,6,3,2,6,11,1,1
6948,0.0,0.0,11,2,2,3,1,1,0
6949,53.88782441,0.0,11,2,5,1,5,2,0
6950,0.0,0.0,10,2,2,7,4,1,0
6952,0.0,0.0,8,2,2,1,2,1,0
6954,0.0,0.0,11,4,2,9,2,1,0
6955,179.307293,0.0,11,2,2,4,2,2,1
6958,0.0,0.0,6,2,10,3,5,2,1
6959,7.224419132,0.0,10,3,2,1,2,1,1
6960,0.0,0.0,10,2,2,7,2,1,0
6963,0.0,0.0,9,2,2,1,2,2,0
6964,0.0,0.0,10,2,4,9,3,1,0
6966,0.0,0.0,7,2,2,7,13,1,0
6967,0.0,0.0,11,2,2,4,20,2,0
6968,68.32050059,0.0,8,2,2,5,2,2,0
6969,5.329743627,0.0,10,2,2,6,2,1,0
6970,0.0,0.0,11,2,2,1,1,1,1
6971,0.0,0.0,7,2,2,1,2,1,0
6972,0.0,0.0,8,2,5,8,5,1,0
6974,68.75226072,0.0,9,3,2,4,4,1,1
6976,0.0,0.0,7,3,2,4,3,1,0
6977,21.27271783,0.0,7,2,2,7,2,2,0
6978,0.0,0.0,6,2,4,3,3,1,0
6979,16.96885494,0.0,8,3,2,7,1,1,0
6981,0.0,0.0,11,2,2,1,2,2,0
6982,0.0,0.0,8,2,2,7,2,1,0
6983,0.0,0.0,9,3,2,1,2,1,0
6985,0.0,0.0,8,2,2,1,2,2,1
6986,0.0,0.0,7,3,2,8,20,1,0
6988,0.0,0.0,6,1,1,1,4,1,0
6989,0.0,0.0,10,1,1,1,2,1,0
6990,0.0,0.0,6,2,2,1,4,1,1
6991,0.0,0.0,10,3,2,7,1,2,0
6992,0.0,0.0,6,3,2,5,1,1,0
6993,0.0,0.0,7,1,1,6,1,1,1
6994,0.0,0.0,8,3,2,1,13,1,0
6996,0.0,0.0,10,2,2,9,2,2,0
6998,2.568483894,0.0,10,2,2,1,2,1,0
7000,0.0,0.0,11,1,2,1,2,2,0
7003,0.0,0.0,10,2,2,3,2,2,1
7004,0.0,0.0,9,1,2,3,4,1,0
7006,0.0,0.0,8,1,1,1,4,2,0
7007,112.4406212,0.0,9,4,2,7,2,1,0
7008,0.0,0.0,8,2,2,1,3,1,0
7009,0.0,0.0,7,2,2,1,13,1,0
7010,0.0,0.0,8,2,2,2,2,1,0
7012,0.0,0.0,6,1,1,3,3,1,0
7013,0.975803268,0.0,10,4,1,2,1,1,0
7014,0.0,0.0,7,1,1,1,2,1,0
7015,0.0,0.0,10,2,2,1,1,1,0
7016,0.0,0.0,8,1,1,1,1,1,1
7017,0.0,0.0,10,2,2,4,2,2,0
7018,44.73610411,0.0,10,2,2,7,2,2,1
7019,0.0,0.0,9,1,1,9,3,1,0
7020,14.92797811,0.0,10,2,2,5,2,1,0
7021,0.0,0.0,11,2,2,3,1,1,0
7022,0.0,0.0,10,2,2,1,2,2,1
7023,0.0,0.0,8,2,2,3,3,1,0
7024,16.1347001,0.0,7,1,1,8,1,1,1
7025,0.0,0.0,7,4,1,1,3,1,1
7026,79.51302667,0.0,10,2,2,1,3,2,1
7027,0.0,0.0,10,1,1,3,2,2,1
7029,0.0,0.0,10,1,1,1,3,1,0
7030,0.0,0.0,10,2,2,1,2,1,0
7031,0.0,0.0,8,2,2,3,13,1,0
7032,0.0,0.0,10,1,1,6,5,1,1
7034,0.0,0.0,6,3,2,1,1,1,0
7035,1.81635021,0.0,9,2,2,3,2,1,0
7036,86.31034266,0.0,8,4,2,3,4,1,0
7037,0.0,0.0,7,1,1,5,3,1,0
7038,11.21330466,0.0,10,2,4,7,2,2,0
7039,0.0,0.0,8,2,2,6,1,1,1
7040,0.0,0.0,10,2,2,4,4,1,0
7041,0.0,0.0,11,1,1,6,2,1,0
7042,0.0,0.0,7,2,2,7,13,1,0
7043,0.0,0.0,7,1,1,1,1,1,1
7045,0.0,0.0,9,2,2,1,3,1,0
7046,0.0,0.0,7,3,2,8,1,1,1
7047,0.0,0.0,9,2,2,8,4,2,1
7048,0.0,0.0,9,2,2,1,5,2,0
7049,0.0,0.0,10,2,2,3,4,2,1
7051,0.0,0.0,9,3,2,1,4,1,0
7052,14.28629744,0.0,9,3,2,1,1,1,1
7053,0.0,0.0,8,2,4,7,2,2,1
7054,0.0,0.0,9,2,2,6,4,1,0
7055,0.0,0.0,10,1,1,1,3,1,0
7056,0.0,0.0,10,2,2,7,2,2,1
7058,0.0,0.0,9,2,2,6,4,1,0
7059,0.0,0.0,7,2,10,3,3,1,0
7062,0.0,0.0,10,2,2,2,6,2,0
7065,0.0,0.0,6,2,5,2,2,1,1
7066,0.0,0.0,7,2,2,4,13,1,1
7067,0.0,0.0,9,2,2,7,6,1,1
7068,0.0,0.0,9,2,2,3,2,1,0
7070,0.0,0.0,10,2,2,1,4,1,1
7071,0.0,0.0,8,2,2,3,5,2,0
7073,9.836180753,0.0,6,2,2,4,2,1,0
7074,0.0,0.0,10,3,2,8,4,1,1
7075,0.0,0.0,9,2,2,1,1,1,0
7079,0.0,0.0,9,2,2,9,1,1,0
7080,87.30695843,0.0,8,2,2,2,2,1,0
7081,0.0,0.0,11,1,1,2,2,2,1
7082,83.10114264,0.0,11,2,2,3,2,1,1
7083,26.85210163,0.0,10,3,2,7,4,1,0
7085,42.29306752,0.0,11,2,2,1,2,2,0
7086,8.052496178,0.0,7,2,2,3,3,1,0
7087,0.0,0.0,10,3,2,6,20,1,1
7089,17.0952864,0.0,8,2,10,4,3,1,0
7090,0.0,0.0,8,3,2,8,4,1,0
7091,0.0,0.0,9,4,1,1,3,2,0
7092,10.19295165,0.0,11,2,2,6,2,1,1
7093,0.0,0.0,10,2,2,3,3,2,0
7095,0.0,0.0,8,2,2,3,13,1,0
7096,0.0,0.0,10,3,2,8,2,2,1
7097,36.70369311,0.0,10,2,2,1,20,1,0
7098,32.41773364,0.0,10,2,6,4,2,1,0
7099,12.71367924,0.0,9,2,4,1,1,1,0
7101,0.0,0.0,11,2,2,1,20,1,0
7102,0.0,0.0,8,2,2,1,2,1,0
7103,8.052231522,0.0,11,6,5,4,2,1,0
7104,0.0,0.0,8,1,1,1,4,1,1
7105,0.408238132,0.0,11,2,2,1,1,1,0
7107,0.0,0.0,9,2,2,3,1,1,0
7109,0.0,0.0,8,2,2,1,2,2,0
7110,0.0,0.0,9,2,2,1,3,1,0
7112,0.0,0.0,11,3,2,5,2,2,0
7113,0.0,0.0,10,2,4,8,2,2,0
7114,0.0,0.0,10,2,2,3,2,1,0
7115,0.0,0.0,7,1,1,1,2,1,0
7116,0.0,0.0,7,3,2,6,3,1,0
7117,0.0,0.0,11,2,2,2,3,2,0
7118,0.0,0.0,9,3,2,2,4,1,1
7119,0.0,0.0,8,3,2,6,2,2,0
7120,0.0,0.0,7,2,5,1,3,1,0
7122,0.0,0.0,8,2,2,9,13,1,0
7124,0.0,0.0,10,2,2,2,2,2,0
7126,0.0,0.0,9,2,2,6,1,1,0
7128,0.0,0.0,10,2,2,8,13,1,0
7129,0.0,0.0,11,2,6,5,2,1,0
7130,0.0,0.0,9,2,2,3,3,1,0
7131,82.021436,0.0,10,1,1,1,20,1,0
7134,0.0,0.0,8,3,2,1,2,1,1
7135,9.542515706,0.0,9,2,2,1,4,1,0
7136,0.0,0.0,11,3,2,3,3,1,0
7137,0.0,0.0,7,2,2,7,4,1,0
7138,0.0,0.0,10,2,4,2,1,2,0
7140,33.41173784,0.0,7,2,2,7,13,1,0
7141,0.0,0.0,9,1,8,1,1,1,0
7142,31.72080812,0.0,11,2,2,5,5,2,0
7143,0.0,0.0,10,4,1,1,2,1,1
7145,0.0,0.0,7,3,2,4,13,1,0
7147,11.15668928,0.0,7,3,2,3,2,1,0
7149,0.0,0.0,11,1,8,1,1,1,0
7150,0.0,0.0,10,2,2,1,4,1,0
7151,0.0,0.0,6,2,2,1,1,1,0
7152,0.0,0.0,11,1,1,3,2,2,0
7154,0.0,0.0,10,2,2,1,4,1,0
7155,0.0,0.0,8,2,5,6,1,1,0
7156,0.0,0.0,10,1,1,6,3,1,0
7157,0.0,0.0,6,2,2,3,3,1,1
7159,0.0,0.0,9,2,2,1,1,1,0
7160,1.533539275,0.0,11,2,2,7,20,1,1
7161,0.0,0.0,7,1,1,3,4,1,1
7162,0.0,0.0,11,1,1,3,1,1,0
7163,0.0,0.0,8,2,4,9,4,1,0
7165,23.66358807,0.0,7,3,2,3,4,1,0
7166,71.07435633,0.0,10,1,1,1,2,1,0
7167,0.0,0.0,11,2,2,4,2,2,1
7168,0.0,0.0,11,4,2,4,2,1,0
7169,0.0,0.0,8,1,1,1,3,1,1
7170,6.476760366,0.0,9,2,6,3,3,1,0
7171,0.0,0.0,8,2,2,2,1,1,0
7172,0.0,0.0,8,3,2,4,4,1,0
7173,0.0,0.0,10,2,2,7,2,1,0
7174,4.428052445,0.0,11,1,1,6,3,1,1
7176,0.0,0.0,9,2,4,1,1,1,0
7177,0.0,0.0,6,2,2,3,3,1,0
7178,2.001640344,0.0,7,3,2,4,1,1,0
7181,31.74373458,0.0,11,3,2,1,2,1,0
7183,0.0,0.0,6,2,2,1,2,2,0
7184,0.0,0.0,8,1,1,1,3,1,0
7185,0.0,0.0,6,2,4,3,3,1,0
7186,0.0,0.0,10,2,10,1,3,1,0
7188,0.0,0.0,6,3,2,2,3,1,0
7191,0.0,0.0,7,2,4,1,1,1,0
7192,0.0,0.0,9,2,7,1,2,2,0
7193,0.0,0.0,9,2,2,3,3,2,0
7198,48.73081038,0.0,10,4,1,3,6,1,0
7199,0.0,0.0,8,1,1,1,2,1,0
7202,8.154361332,0.0,6,2,2,3,3,1,0
7203,5.818151241,0.0,10,2,2,1,2,1,0
7204,0.0,0.0,9,2,2,5,4,2,1
7205,0.0,0.0,7,2,2,2,1,1,1
7208,30.54596337,0.0,11,2,2,1,4,2,0
7209,0.0,0.0,7,1,1,6,2,1,0
7210,0.0,0.0,7,1,1,3,1,1,0
7211,0.0,0.0,7,2,2,8,6,2,0
7213,0.0,0.0,6,2,4,3,1,1,0
7214,46.84856664,0.0,8,1,1,2,2,2,1
7215,0.0,0.0,9,3,2,6,1,1,1
7216,0.0,0.0,6,1,1,4,3,1,0
7217,0.0,0.0,7,2,2,4,1,1,1
7219,0.0,0.0,10,1,1,1,5,1,0
7221,0.0,0.0,6,2,5,8,2,1,0
7223,0.0,0.0,10,2,2,4,2,2,0
7224,0.0,0.0,9,3,2,6,2,1,0
7226,0.0,0.0,9,2,2,2,5,2,0
7227,9.098216282,0.0,11,2,2,3,2,1,1
7228,0.0,0.0,8,3,2,1,3,1,0
7229,0.0,0.0,7,2,2,7,4,1,0
7232,0.0,0.0,9,4,2,1,4,1,0
7233,0.0,0.0,7,1,1,2,4,1,1
7236,0.0,0.0,9,1,1,4,2,1,0
7237,0.0,0.0,11,2,2,5,2,1,0
7239,0.0,0.0,8,2,4,1,3,1,0
7241,0.0,0.0,11,4,2,4,1,1,0
7242,29.4628439,0.0,11,3,2,3,2,2,1
7246,22.08032319,0.0,8,2,2,2,2,1,0
7247,0.0,0.0,7,1,1,1,2,1,0
7248,0.0,0.0,10,3,2,4,6,2,0
7250,78.56959864,0.0,9,2,2,5,2,2,0
7251,0.0,0.0,9,2,2,4,6,1,1
7252,0.0,0.0,8,3,2,7,13,1,0
7253,0.0,0.0,7,2,10,2,6,1,0
7255,0.0,0.0,6,2,2,1,2,1,0
